Clade,Date,Location,Freq
GRA,2021-12-06/2021-12-12,North America,6335
GRA,2021-12-06/2021-12-12,Oceania,381
GRA,2021-12-06/2021-12-12,South America,202
GRA,2021-12-13/2021-12-19,Africa,3402
GRA,2021-12-13/2021-12-19,Asia,1998
GRA,2021-12-13/2021-12-19,Europe,58381
GRA,2021-12-13/2021-12-19,North America,36081
GRA,2021-12-13/2021-12-19,Oceania,1132
GRA,2021-12-13/2021-12-19,South America,880
GRA,2021-12-20/2021-12-26,Africa,3215
GRA,2021-12-20/2021-12-26,Asia,6268
GRA,2021-12-20/2021-12-26,Europe,63555
GRA,2021-12-20/2021-12-26,North America,73632
GRA,2021-12-20/2021-12-26,Oceania,2997
GRA,2021-12-20/2021-12-26,South America,2316
GRA,2021-12-27/2022-01-02,Africa,3147
GRA,2021-12-27/2022-01-02,Asia,20164
GRA,2021-12-27/2022-01-02,Europe,172758
GRA,2021-12-27/2022-01-02,North America,111748
GRA,2021-12-27/2022-01-02,Oceania,3719
GRA,2021-12-27/2022-01-02,South America,4519
GRA,2022-01-03/2022-01-09,Africa,2984
GRA,2022-01-03/2022-01-09,Asia,22063
GRA,2022-01-03/2022-01-09,Europe,129028
GRA,2022-01-03/2022-01-09,North America,119094
GRA,2022-01-03/2022-01-09,Oceania,3973
GRA,2022-01-03/2022-01-09,South America,8801
GRA,2022-01-10/2022-01-16,Africa,1916
GRA,2022-01-10/2022-01-16,Asia,24794
GRA,2022-01-10/2022-01-16,Europe,131133
GRA,2022-01-10/2022-01-16,North America,107359
GRA,2022-01-10/2022-01-16,Oceania,3033
GRA,2022-01-10/2022-01-16,South America,7002
GRA,2022-01-17/2022-01-23,Africa,1312
GRA,2022-01-17/2022-01-23,Asia,28627
GRA,2022-01-17/2022-01-23,Europe,143030
GRA,2022-01-17/2022-01-23,North America,104171
GRA,2022-01-17/2022-01-23,Oceania,2483
GRA,2022-01-17/2022-01-23,South America,5681
GRA,2022-01-24/2022-01-30,Africa,1106
GRA,2022-01-24/2022-01-30,Asia,18834
GRA,2022-01-24/2022-01-30,Europe,132311
GRA,2022-01-24/2022-01-30,North America,91833
GRA,2022-01-24/2022-01-30,Oceania,2607
GRA,2022-01-24/2022-01-30,South America,5208
GRA,2022-01-31/2022-02-06,Africa,927
GRA,2022-01-31/2022-02-06,Asia,21984
GRA,2022-01-31/2022-02-06,Europe,150416
GRA,2022-01-31/2022-02-06,North America,82779
GRA,2022-01-31/2022-02-06,Oceania,2462
GRA,2022-01-31/2022-02-06,South America,6151
GRA,2022-02-07/2022-02-13,Africa,849
GRA,2022-02-07/2022-02-13,Asia,16368
GRA,2022-02-07/2022-02-13,Europe,142163
GRA,2022-02-07/2022-02-13,North America,73532
GRA,2022-02-07/2022-02-13,Oceania,3282
GRA,2022-02-07/2022-02-13,South America,4751
GRA,2022-02-14/2022-02-20,Africa,839
GRA,2022-02-14/2022-02-20,Asia,14796
GRA,2022-02-14/2022-02-20,Europe,143415
GRA,2022-02-14/2022-02-20,North America,52227
GRA,2022-02-14/2022-02-20,Oceania,2434
GRA,2022-02-14/2022-02-20,South America,3449
GRA,2022-02-21/2022-02-27,Africa,644
GRA,2022-02-21/2022-02-27,Asia,13070
GRA,2022-02-21/2022-02-27,Europe,122491
GRA,2022-02-21/2022-02-27,North America,38124
GRA,2022-02-21/2022-02-27,Oceania,2338
GRA,2022-02-21/2022-02-27,South America,2648
GRA,2022-02-28/2022-03-06,Africa,883
GRA,2022-02-28/2022-03-06,Asia,13053
GRA,2022-02-28/2022-03-06,Europe,126100
GRA,2022-02-28/2022-03-06,North America,26408
GRA,2022-02-28/2022-03-06,Oceania,2721
GRA,2022-02-28/2022-03-06,South America,2606
GRA,2022-03-07/2022-03-13,Africa,783
GRA,2022-03-07/2022-03-13,Asia,10309
GRA,2022-03-07/2022-03-13,Europe,140290
GRA,2022-03-07/2022-03-13,North America,21418
GRA,2022-03-07/2022-03-13,Oceania,2942
GRA,2022-03-07/2022-03-13,South America,2488
GRA,2022-03-14/2022-03-20,Africa,688
GRA,2022-03-14/2022-03-20,Asia,12669
GRA,2022-03-14/2022-03-20,Europe,137786
GRA,2022-03-14/2022-03-20,North America,22155
GRA,2022-03-14/2022-03-20,Oceania,3564
GRA,2022-03-14/2022-03-20,South America,1538
GRA,2022-03-21/2022-03-27,Africa,641
GRA,2022-03-21/2022-03-27,Asia,12370
GRA,2022-03-21/2022-03-27,Europe,126079
GRA,2022-03-21/2022-03-27,North America,25664
GRA,2022-03-21/2022-03-27,Oceania,4055
GRA,2022-03-21/2022-03-27,South America,978
GRA,2022-03-28/2022-04-03,Africa,623
GRA,2022-03-28/2022-04-03,Asia,11602
GRA,2022-03-28/2022-04-03,Europe,83139
GRA,2022-03-28/2022-04-03,North America,28843
GRA,2022-03-28/2022-04-03,Oceania,3870
GRA,2022-03-28/2022-04-03,South America,1099
GRA,2022-04-04/2022-04-10,Africa,635
GRA,2022-04-04/2022-04-10,Asia,10303
GRA,2022-04-04/2022-04-10,Europe,70348
GRA,2022-04-04/2022-04-10,North America,34358
GRA,2022-04-04/2022-04-10,Oceania,2977
GRA,2022-04-04/2022-04-10,South America,1211
GRA,2022-04-11/2022-04-17,Africa,646
GRA,2022-04-11/2022-04-17,Asia,8846
GRA,2022-04-11/2022-04-17,Europe,64475
GRA,2022-04-11/2022-04-17,North America,32298
GRA,2022-04-11/2022-04-17,Oceania,2898
GRA,2022-04-11/2022-04-17,South America,1046
GRA,2022-04-18/2022-04-24,Africa,930
GRA,2022-04-18/2022-04-24,Asia,10633
GRA,2022-04-18/2022-04-24,Europe,56674
GRA,2022-04-18/2022-04-24,North America,36114
GRA,2022-04-18/2022-04-24,Oceania,3295
GRA,2022-04-18/2022-04-24,South America,733
GRA,2022-04-25/2022-05-01,Africa,1036
GRA,2022-04-25/2022-05-01,Asia,10606
GRA,2022-04-25/2022-05-01,Europe,48012
GRA,2022-04-25/2022-05-01,North America,35273
GRA,2022-04-25/2022-05-01,Oceania,3068
GRA,2022-04-25/2022-05-01,South America,738
GRA,2022-05-02/2022-05-08,Africa,765
GRA,2022-05-02/2022-05-08,Asia,8196
GRA,2022-05-02/2022-05-08,Europe,38092
GRA,2022-05-02/2022-05-08,North America,37513
GRA,2022-05-02/2022-05-08,Oceania,3149
GRA,2022-05-02/2022-05-08,South America,955
GRA,2022-05-09/2022-05-15,Africa,331
GRA,2022-05-09/2022-05-15,Asia,9112
GRA,2022-05-09/2022-05-15,Europe,31937
GRA,2022-05-09/2022-05-15,North America,39536
GRA,2022-05-09/2022-05-15,Oceania,2715
GRA,2022-05-09/2022-05-15,South America,1724
GRA,2022-05-16/2022-05-22,Africa,206
GRA,2022-05-16/2022-05-22,Asia,6742
GRA,2022-05-16/2022-05-22,Europe,25416
GRA,2022-05-16/2022-05-22,North America,35336
GRA,2022-05-16/2022-05-22,Oceania,1663
GRA,2022-05-16/2022-05-22,South America,1598
GRA,2022-05-23/2022-05-29,Africa,245
GRA,2022-05-23/2022-05-29,Asia,3083
GRA,2022-05-23/2022-05-29,Europe,18341
GRA,2022-05-23/2022-05-29,North America,26538
GRA,2022-05-23/2022-05-29,Oceania,1329
GRA,2022-05-23/2022-05-29,South America,945
GRA,2022-05-30/2022-06-05,Africa,69
GRA,2022-05-30/2022-06-05,Asia,307
GRA,2022-05-30/2022-06-05,Europe,5811
GRA,2022-05-30/2022-06-05,North America,4393
GRA,2022-05-30/2022-06-05,Oceania,365
GRA,2022-05-30/2022-06-05,South America,67
GRY,2019-12-30/2020-01-05,Asia,2
GRY,2019-12-30/2020-01-05,Europe,558
GRY,2019-12-30/2020-01-05,North America,9
GRY,2020-02-24/2020-03-01,Europe,1
GRY,2020-02-24/2020-03-01,North America,5
GRY,2020-03-09/2020-03-15,Europe,2
GRY,2020-03-16/2020-03-22,Europe,1
GRY,2020-03-16/2020-03-22,North America,1
GRY,2020-04-13/2020-04-19,North America,1
GRY,2020-04-20/2020-04-26,Europe,2
GRY,2020-04-20/2020-04-26,North America,7
GRY,2020-04-27/2020-05-03,North America,8
GRY,2020-05-04/2020-05-10,Africa,4
GRY,2020-05-11/2020-05-17,Europe,1
GRY,2020-05-11/2020-05-17,North America,3
GRY,2020-05-18/2020-05-24,Europe,4
GRY,2020-05-18/2020-05-24,North America,2
GRY,2020-06-01/2020-06-07,North America,1
GRY,2020-07-06/2020-07-12,North America,6
GRY,2020-08-31/2020-09-06,Europe,2
GRY,2020-09-14/2020-09-20,Europe,1
GRY,2020-09-21/2020-09-27,Africa,1
GRY,2020-09-21/2020-09-27,Europe,2
GRY,2020-09-28/2020-10-04,Europe,2
GRY,2020-10-05/2020-10-11,Europe,7
GRY,2020-10-12/2020-10-18,Europe,4
GRY,2020-10-19/2020-10-25,Europe,36
GRY,2020-10-26/2020-11-01,Asia,1
GRY,2020-10-26/2020-11-01,Europe,77
GRY,2020-11-02/2020-11-08,Europe,280
GRY,2020-11-02/2020-11-08,North America,6
GRY,2020-11-09/2020-11-15,Europe,659
GRY,2020-11-09/2020-11-15,North America,1
GRY,2020-11-16/2020-11-22,Asia,2
GRY,2020-11-16/2020-11-22,Europe,695
GRY,2020-11-16/2020-11-22,North America,2
GRY,2020-11-23/2020-11-29,Africa,1
GRY,2020-11-23/2020-11-29,Asia,2
GRY,2020-11-23/2020-11-29,Europe,459
GRY,2020-11-23/2020-11-29,North America,4
GRY,2020-11-30/2020-12-06,Africa,1
GRY,2020-11-30/2020-12-06,Asia,14
GRY,2020-11-30/2020-12-06,Europe,583
GRY,2020-11-30/2020-12-06,North America,3
GRY,2020-12-07/2020-12-13,Africa,1
GRY,2020-12-07/2020-12-13,Asia,4
GRY,2020-12-07/2020-12-13,Europe,3033
GRY,2020-12-07/2020-12-13,North America,3
GRY,2020-12-07/2020-12-13,Oceania,2
GRY,2020-12-14/2020-12-20,Asia,17
GRY,2020-12-14/2020-12-20,Europe,5377
GRY,2020-12-14/2020-12-20,North America,22
GRY,2020-12-14/2020-12-20,Oceania,4
GRY,2020-12-21/2020-12-27,Africa,4
GRY,2020-12-21/2020-12-27,Asia,149
GRY,2020-12-21/2020-12-27,Europe,4155
GRY,2020-12-21/2020-12-27,North America,39
GRY,2020-12-21/2020-12-27,Oceania,8
GRY,2020-12-21/2020-12-27,South America,7
GRY,2020-12-28/2021-01-03,Africa,72
GRY,2020-12-28/2021-01-03,Asia,578
GRY,2020-12-28/2021-01-03,Europe,16401
GRY,2020-12-28/2021-01-03,North America,501
GRY,2020-12-28/2021-01-03,Oceania,17
GRY,2020-12-28/2021-01-03,South America,18
GRY,2021-01-04/2021-01-10,Africa,79
GRY,2021-01-04/2021-01-10,Asia,423
GRY,2021-01-04/2021-01-10,Europe,10210
GRY,2021-01-04/2021-01-10,North America,183
GRY,2021-01-04/2021-01-10,Oceania,18
GRY,2021-01-04/2021-01-10,South America,17
GRY,2021-01-11/2021-01-17,Africa,86
GRY,2021-01-11/2021-01-17,Asia,325
GRY,2021-01-11/2021-01-17,Europe,14198
GRY,2021-01-11/2021-01-17,North America,264
GRY,2021-01-11/2021-01-17,Oceania,18
GRY,2021-01-11/2021-01-17,South America,21
GRY,2021-01-18/2021-01-24,Africa,36
GRY,2021-01-18/2021-01-24,Asia,346
GRY,2021-01-18/2021-01-24,Europe,15021
GRY,2021-01-18/2021-01-24,North America,389
GRY,2021-01-18/2021-01-24,Oceania,23
GRY,2021-01-18/2021-01-24,South America,14
GRY,2021-01-25/2021-01-31,Africa,56
GRY,2021-01-25/2021-01-31,Asia,771
GRY,2021-01-25/2021-01-31,Europe,22736
GRY,2021-01-25/2021-01-31,North America,603
GRY,2021-01-25/2021-01-31,Oceania,11
GRY,2021-01-25/2021-01-31,South America,11
GRY,2021-02-01/2021-02-07,Africa,70
GRY,2021-02-01/2021-02-07,Asia,969
GRY,2021-02-01/2021-02-07,Europe,18080
GRY,2021-02-01/2021-02-07,North America,1803
GRY,2021-02-01/2021-02-07,Oceania,11
GRY,2021-02-01/2021-02-07,South America,18
GRY,2021-02-08/2021-02-14,Africa,84
GRY,2021-02-08/2021-02-14,Asia,445
GRY,2021-02-08/2021-02-14,Europe,24141
GRY,2021-02-08/2021-02-14,North America,1268
GRY,2021-02-08/2021-02-14,Oceania,21
GRY,2021-02-08/2021-02-14,South America,22
GRY,2021-02-15/2021-02-21,Africa,87
GRY,2021-02-15/2021-02-21,Asia,552
GRY,2021-02-15/2021-02-21,Europe,28306
GRY,2021-02-15/2021-02-21,North America,1783
GRY,2021-02-15/2021-02-21,Oceania,18
GRY,2021-02-15/2021-02-21,South America,81
GRY,2021-02-22/2021-02-28,Africa,86
GRY,2021-02-22/2021-02-28,Asia,1127
GRY,2021-02-22/2021-02-28,Europe,30995
GRY,2021-02-22/2021-02-28,North America,3106
GRY,2021-02-22/2021-02-28,Oceania,18
GRY,2021-02-22/2021-02-28,South America,87
GRY,2021-03-01/2021-03-07,Africa,159
GRY,2021-03-01/2021-03-07,Asia,1094
GRY,2021-03-01/2021-03-07,Europe,34518
GRY,2021-03-01/2021-03-07,North America,5634
GRY,2021-03-01/2021-03-07,Oceania,26
GRY,2021-03-01/2021-03-07,South America,139
GRY,2021-03-08/2021-03-14,Africa,144
GRY,2021-03-08/2021-03-14,Asia,909
GRY,2021-03-08/2021-03-14,Europe,42799
GRY,2021-03-08/2021-03-14,North America,6843
GRY,2021-03-08/2021-03-14,Oceania,44
GRY,2021-03-08/2021-03-14,South America,114
GRY,2021-03-15/2021-03-21,Africa,138
GRY,2021-03-15/2021-03-21,Asia,1213
GRY,2021-03-15/2021-03-21,Europe,44548
GRY,2021-03-15/2021-03-21,North America,10523
GRY,2021-03-15/2021-03-21,Oceania,24
GRY,2021-03-15/2021-03-21,South America,136
GRY,2021-03-22/2021-03-28,Africa,106
GRY,2021-03-22/2021-03-28,Asia,1230
GRY,2021-03-22/2021-03-28,Europe,44700
GRY,2021-03-22/2021-03-28,North America,14334
GRY,2021-03-22/2021-03-28,Oceania,32
GRY,2021-03-22/2021-03-28,South America,146
GRY,2021-03-29/2021-04-04,Africa,117
GRY,2021-03-29/2021-04-04,Asia,2594
GRY,2021-03-29/2021-04-04,Europe,40473
GRY,2021-03-29/2021-04-04,North America,20038
GRY,2021-03-29/2021-04-04,Oceania,44
GRY,2021-03-29/2021-04-04,South America,178
GRY,2021-04-05/2021-04-11,Africa,90
GRY,2021-04-05/2021-04-11,Asia,1971
GRY,2021-04-05/2021-04-11,Europe,33606
GRY,2021-04-05/2021-04-11,North America,21771
GRY,2021-04-05/2021-04-11,Oceania,34
GRY,2021-04-05/2021-04-11,South America,205
GRY,2021-04-12/2021-04-18,Africa,131
GRY,2021-04-12/2021-04-18,Asia,2472
GRY,2021-04-12/2021-04-18,Europe,37311
GRY,2021-04-12/2021-04-18,North America,22251
GRY,2021-04-12/2021-04-18,Oceania,47
GRY,2021-04-12/2021-04-18,South America,175
GRY,2021-04-19/2021-04-25,Africa,95
GRY,2021-04-19/2021-04-25,Asia,3206
GRY,2021-04-19/2021-04-25,Europe,35405
GRY,2021-04-19/2021-04-25,North America,19945
GRY,2021-04-19/2021-04-25,Oceania,50
GRY,2021-04-19/2021-04-25,South America,155
GRY,2021-04-26/2021-05-02,Africa,88
GRY,2021-04-26/2021-05-02,Asia,3310
GRY,2021-04-26/2021-05-02,Europe,35201
GRY,2021-04-26/2021-05-02,North America,23352
GRY,2021-04-26/2021-05-02,Oceania,31
GRY,2021-04-26/2021-05-02,South America,94
GRY,2021-05-03/2021-05-09,Africa,74
GRY,2021-05-03/2021-05-09,Asia,3447
GRY,2021-05-03/2021-05-09,Europe,31622
GRY,2021-05-03/2021-05-09,North America,17456
GRY,2021-05-03/2021-05-09,Oceania,23
GRY,2021-05-03/2021-05-09,South America,101
GRY,2021-05-10/2021-05-16,Africa,73
GRY,2021-05-10/2021-05-16,Asia,3473
GRY,2021-05-10/2021-05-16,Europe,27507
GRY,2021-05-10/2021-05-16,North America,12481
GRY,2021-05-10/2021-05-16,Oceania,26
GRY,2021-05-10/2021-05-16,South America,92
GRY,2021-05-17/2021-05-23,Africa,79
GRY,2021-05-17/2021-05-23,Asia,2439
GRY,2021-05-17/2021-05-23,Europe,24238
GRY,2021-05-17/2021-05-23,North America,8924
GRY,2021-05-17/2021-05-23,Oceania,8
GRY,2021-05-17/2021-05-23,South America,91
GRY,2021-05-24/2021-05-30,Africa,55
GRY,2021-05-24/2021-05-30,Asia,1591
GRY,2021-05-24/2021-05-30,Europe,19498
GRY,2021-05-24/2021-05-30,North America,6392
GRY,2021-05-24/2021-05-30,Oceania,5
GRY,2021-05-24/2021-05-30,South America,111
GRY,2021-05-31/2021-06-06,Africa,68
GRY,2021-05-31/2021-06-06,Asia,1181
GRY,2021-05-31/2021-06-06,Europe,14797
GRY,2021-05-31/2021-06-06,North America,5768
GRY,2021-05-31/2021-06-06,Oceania,11
GRY,2021-05-31/2021-06-06,South America,82
GRY,2021-06-07/2021-06-13,Africa,39
GRY,2021-06-07/2021-06-13,Asia,211
GRY,2021-06-07/2021-06-13,Europe,10603
GRY,2021-06-07/2021-06-13,North America,3509
GRY,2021-06-07/2021-06-13,Oceania,10
GRY,2021-06-07/2021-06-13,South America,73
GRY,2021-06-14/2021-06-20,Africa,29
GRY,2021-06-14/2021-06-20,Asia,195
GRY,2021-06-14/2021-06-20,Europe,5961
GRY,2021-06-14/2021-06-20,North America,2627
GRY,2021-06-14/2021-06-20,Oceania,6
GRY,2021-06-14/2021-06-20,South America,39
GRY,2021-06-21/2021-06-27,Africa,26
GRY,2021-06-21/2021-06-27,Asia,268
GRY,2021-06-21/2021-06-27,Europe,4194
GRY,2021-06-21/2021-06-27,North America,2292
GRY,2021-06-21/2021-06-27,Oceania,8
GRY,2021-06-21/2021-06-27,South America,25
GRY,2021-06-28/2021-07-04,Africa,14
GRY,2021-06-28/2021-07-04,Asia,245
GRY,2021-06-28/2021-07-04,Europe,2697
GRY,2021-06-28/2021-07-04,North America,1215
GRY,2021-06-28/2021-07-04,Oceania,19
GRY,2021-06-28/2021-07-04,South America,26
GRY,2021-07-05/2021-07-11,Africa,10
GRY,2021-07-05/2021-07-11,Asia,140
GRY,2021-07-05/2021-07-11,Europe,1501
GRY,2021-07-05/2021-07-11,North America,487
GRY,2021-07-05/2021-07-11,Oceania,6
GRY,2021-07-05/2021-07-11,South America,9
GRY,2021-07-12/2021-07-18,Africa,5
GRY,2021-07-12/2021-07-18,Asia,211
GRY,2021-07-12/2021-07-18,Europe,304
GRY,2021-07-12/2021-07-18,North America,246
GRY,2021-07-12/2021-07-18,Oceania,2
GRY,2021-07-12/2021-07-18,South America,7
GRY,2021-07-19/2021-07-25,Africa,2
GRY,2021-07-19/2021-07-25,Asia,231
GRY,2021-07-19/2021-07-25,Europe,65
GRY,2021-07-19/2021-07-25,North America,165
GRY,2021-07-19/2021-07-25,South America,1
GRY,2021-07-26/2021-08-01,Africa,5
GRY,2021-07-26/2021-08-01,Asia,242
GRY,2021-07-26/2021-08-01,Europe,29
GRY,2021-07-26/2021-08-01,North America,122
GRY,2021-07-26/2021-08-01,Oceania,2
GRY,2021-07-26/2021-08-01,South America,13
GRY,2021-08-02/2021-08-08,Africa,2
GRY,2021-08-02/2021-08-08,Asia,143
GRY,2021-08-02/2021-08-08,Europe,11
GRY,2021-08-02/2021-08-08,North America,95
GRY,2021-08-02/2021-08-08,Oceania,6
GRY,2021-08-02/2021-08-08,South America,7
GRY,2021-08-09/2021-08-15,Africa,14
GRY,2021-08-09/2021-08-15,Asia,80
GRY,2021-08-09/2021-08-15,Europe,20
GRY,2021-08-09/2021-08-15,North America,57
GRY,2021-08-09/2021-08-15,South America,5
GRY,2021-08-16/2021-08-22,Africa,1
GRY,2021-08-16/2021-08-22,Asia,38
GRY,2021-08-16/2021-08-22,Europe,3
GRY,2021-08-16/2021-08-22,North America,41
GRY,2021-08-16/2021-08-22,Oceania,2
GRY,2021-08-16/2021-08-22,South America,1
GRY,2021-08-23/2021-08-29,Africa,35
GRY,2021-08-23/2021-08-29,Asia,35
GRY,2021-08-23/2021-08-29,Europe,1
GRY,2021-08-23/2021-08-29,North America,16
GRY,2021-08-30/2021-09-05,Africa,2
GRY,2021-08-30/2021-09-05,Asia,13
GRY,2021-08-30/2021-09-05,Europe,1
GRY,2021-08-30/2021-09-05,North America,23
GRY,2021-09-06/2021-09-12,Asia,17
GRY,2021-09-06/2021-09-12,North America,17
GRY,2021-09-13/2021-09-19,Africa,1
GRY,2021-09-13/2021-09-19,Asia,1
GRY,2021-09-13/2021-09-19,Europe,3
GRY,2021-09-13/2021-09-19,North America,7
GRY,2021-09-13/2021-09-19,South America,1
GRY,2021-09-20/2021-09-26,Africa,1
GRY,2021-09-20/2021-09-26,Asia,1
GRY,2021-09-20/2021-09-26,North America,1
GRY,2021-09-20/2021-09-26,South America,1
GRY,2021-09-27/2021-10-03,Asia,3
GRY,2021-09-27/2021-10-03,Europe,4
GRY,2021-10-04/2021-10-10,Europe,1
GRY,2021-10-04/2021-10-10,North America,1
GRY,2021-10-11/2021-10-17,Africa,1
GRY,2021-10-11/2021-10-17,North America,2
GRY,2021-10-11/2021-10-17,South America,1
GRY,2021-10-18/2021-10-24,Africa,2
GRY,2021-10-18/2021-10-24,Europe,1
GRY,2021-10-18/2021-10-24,North America,1
GRY,2021-10-18/2021-10-24,South America,8
GRY,2021-10-25/2021-10-31,Africa,1
GRY,2021-10-25/2021-10-31,Asia,1
GRY,2021-10-25/2021-10-31,Europe,1
GRY,2021-10-25/2021-10-31,South America,2
GRY,2021-11-01/2021-11-07,Europe,4
GRY,2021-11-01/2021-11-07,North America,4
GRY,2021-11-01/2021-11-07,South America,3
GRY,2021-11-08/2021-11-14,Europe,4
GRY,2021-11-08/2021-11-14,North America,2
GRY,2021-11-15/2021-11-21,Asia,2
GRY,2021-11-15/2021-11-21,Europe,3
GRY,2021-11-15/2021-11-21,North America,1
GRY,2021-11-22/2021-11-28,Africa,2
GRY,2021-11-22/2021-11-28,Europe,5
GRY,2021-11-22/2021-11-28,North America,2
GRY,2021-11-29/2021-12-05,Asia,7
GRY,2021-11-29/2021-12-05,Europe,5
GRY,2021-11-29/2021-12-05,North America,5
GRY,2021-12-06/2021-12-12,Africa,1
GRY,2021-12-06/2021-12-12,Europe,8
GRY,2021-12-06/2021-12-12,South America,1
GRY,2021-12-13/2021-12-19,Europe,8
GRY,2021-12-13/2021-12-19,North America,4
GRY,2021-12-20/2021-12-26,Europe,2
GRY,2021-12-27/2022-01-02,Asia,2
GRY,2021-12-27/2022-01-02,Europe,5
GRY,2022-01-03/2022-01-09,Europe,4
GRY,2022-01-10/2022-01-16,Asia,1
GRY,2022-01-10/2022-01-16,Europe,1
GRY,2022-01-24/2022-01-30,Europe,1
GRY,2022-01-24/2022-01-30,North America,1
GRY,2022-01-31/2022-02-06,Europe,4
GRY,2022-02-07/2022-02-13,Europe,2
GRY,2022-02-07/2022-02-13,North America,1
GRY,2022-02-14/2022-02-20,Europe,1
GRY,2022-02-21/2022-02-27,North America,1
GRY,2022-03-07/2022-03-13,Europe,2
GRY,2022-03-07/2022-03-13,North America,1
GRY,2022-03-14/2022-03-20,North America,1
GRY,2022-03-21/2022-03-27,Europe,1
GRY,2022-03-28/2022-04-03,Europe,1
GRY,2022-04-25/2022-05-01,North America,1
GRY,2022-05-02/2022-05-08,Europe,1
