Variant,Date,Location,Freq
Delta,2022-01-17/2022-01-23,North America,893
Delta,2022-01-17/2022-01-23,Oceania,136
Delta,2022-01-17/2022-01-23,South America,87
Delta,2022-01-24/2022-01-30,Africa,17
Delta,2022-01-24/2022-01-30,Asia,300
Delta,2022-01-24/2022-01-30,Europe,1179
Delta,2022-01-24/2022-01-30,North America,441
Delta,2022-01-24/2022-01-30,Oceania,68
Delta,2022-01-24/2022-01-30,South America,32
Delta,2022-01-31/2022-02-06,Africa,7
Delta,2022-01-31/2022-02-06,Asia,207
Delta,2022-01-31/2022-02-06,Europe,608
Delta,2022-01-31/2022-02-06,North America,372
Delta,2022-01-31/2022-02-06,Oceania,38
Delta,2022-01-31/2022-02-06,South America,16
Delta,2022-02-07/2022-02-13,Africa,6
Delta,2022-02-07/2022-02-13,Asia,153
Delta,2022-02-07/2022-02-13,Europe,319
Delta,2022-02-07/2022-02-13,North America,115
Delta,2022-02-07/2022-02-13,Oceania,11
Delta,2022-02-07/2022-02-13,South America,5
Delta,2022-02-14/2022-02-20,Africa,6
Delta,2022-02-14/2022-02-20,Asia,123
Delta,2022-02-14/2022-02-20,Europe,141
Delta,2022-02-14/2022-02-20,North America,55
Delta,2022-02-14/2022-02-20,Oceania,7
Delta,2022-02-14/2022-02-20,South America,7
Delta,2022-02-21/2022-02-27,Africa,8
Delta,2022-02-21/2022-02-27,Asia,47
Delta,2022-02-21/2022-02-27,Europe,103
Delta,2022-02-21/2022-02-27,North America,47
Delta,2022-02-21/2022-02-27,Oceania,4
Delta,2022-02-21/2022-02-27,South America,6
Delta,2022-02-28/2022-03-06,Africa,4
Delta,2022-02-28/2022-03-06,Asia,34
Delta,2022-02-28/2022-03-06,Europe,52
Delta,2022-02-28/2022-03-06,North America,28
Delta,2022-02-28/2022-03-06,Oceania,16
Delta,2022-02-28/2022-03-06,South America,3
Delta,2022-03-07/2022-03-13,Africa,3
Delta,2022-03-07/2022-03-13,Asia,33
Delta,2022-03-07/2022-03-13,Europe,54
Delta,2022-03-07/2022-03-13,North America,23
Delta,2022-03-07/2022-03-13,Oceania,10
Delta,2022-03-07/2022-03-13,South America,5
Delta,2022-03-14/2022-03-20,Africa,2
Delta,2022-03-14/2022-03-20,Asia,29
Delta,2022-03-14/2022-03-20,Europe,50
Delta,2022-03-14/2022-03-20,North America,17
Delta,2022-03-14/2022-03-20,Oceania,26
Delta,2022-03-14/2022-03-20,South America,4
Delta,2022-03-21/2022-03-27,Africa,2
Delta,2022-03-21/2022-03-27,Asia,12
Delta,2022-03-21/2022-03-27,Europe,22
Delta,2022-03-21/2022-03-27,North America,23
Delta,2022-03-21/2022-03-27,Oceania,15
Delta,2022-03-21/2022-03-27,South America,2
Delta,2022-03-28/2022-04-03,Africa,4
Delta,2022-03-28/2022-04-03,Asia,12
Delta,2022-03-28/2022-04-03,Europe,14
Delta,2022-03-28/2022-04-03,North America,10
Delta,2022-03-28/2022-04-03,Oceania,4
Delta,2022-04-04/2022-04-10,Africa,1
Delta,2022-04-04/2022-04-10,Asia,2
Delta,2022-04-04/2022-04-10,Europe,13
Delta,2022-04-04/2022-04-10,North America,8
Delta,2022-04-04/2022-04-10,Oceania,1
Delta,2022-04-04/2022-04-10,South America,2
Delta,2022-04-11/2022-04-17,Africa,1
Delta,2022-04-11/2022-04-17,Asia,3
Delta,2022-04-11/2022-04-17,Europe,9
Delta,2022-04-11/2022-04-17,North America,12
Delta,2022-04-11/2022-04-17,Oceania,3
Delta,2022-04-18/2022-04-24,Asia,4
Delta,2022-04-18/2022-04-24,Europe,6
Delta,2022-04-18/2022-04-24,North America,8
Delta,2022-04-18/2022-04-24,Oceania,1
Delta,2022-04-25/2022-05-01,Africa,1
Delta,2022-04-25/2022-05-01,Asia,3
Delta,2022-04-25/2022-05-01,Europe,5
Delta,2022-04-25/2022-05-01,North America,9
Delta,2022-04-25/2022-05-01,Oceania,1
Delta,2022-04-25/2022-05-01,South America,1
Delta,2022-05-02/2022-05-08,Africa,1
Delta,2022-05-02/2022-05-08,Asia,1
Delta,2022-05-02/2022-05-08,Europe,2
Delta,2022-05-02/2022-05-08,South America,1
Delta,2022-05-09/2022-05-15,Asia,1
Delta,2022-05-09/2022-05-15,Europe,6
Delta,2022-05-09/2022-05-15,North America,3
Delta,2022-05-16/2022-05-22,Asia,1
Delta,2022-05-16/2022-05-22,Europe,3
Delta,2022-05-16/2022-05-22,North America,2
Delta,2022-05-23/2022-05-29,Europe,2
Delta,2022-05-23/2022-05-29,North America,2
Delta,2022-05-30/2022-06-05,Europe,1
Gamma,2019-12-30/2020-01-05,Africa,1
Gamma,2019-12-30/2020-01-05,Europe,1
Gamma,2020-04-06/2020-04-12,North America,1
Gamma,2020-04-20/2020-04-26,North America,1
Gamma,2020-04-27/2020-05-03,North America,1
Gamma,2020-04-27/2020-05-03,South America,1
Gamma,2020-05-04/2020-05-10,South America,2
Gamma,2020-07-20/2020-07-26,South America,1
Gamma,2020-07-27/2020-08-02,South America,1
Gamma,2020-08-03/2020-08-09,South America,1
Gamma,2020-08-17/2020-08-23,South America,1
Gamma,2020-08-24/2020-08-30,South America,1
Gamma,2020-09-07/2020-09-13,South America,1
Gamma,2020-09-21/2020-09-27,South America,1
Gamma,2020-09-28/2020-10-04,South America,1
Gamma,2020-10-12/2020-10-18,South America,1
Gamma,2020-10-19/2020-10-25,South America,2
Gamma,2020-10-26/2020-11-01,South America,4
Gamma,2020-11-02/2020-11-08,South America,1
Gamma,2020-11-16/2020-11-22,South America,3
Gamma,2020-11-30/2020-12-06,North America,5
Gamma,2020-11-30/2020-12-06,South America,5
Gamma,2020-12-07/2020-12-13,South America,2
Gamma,2020-12-14/2020-12-20,South America,28
Gamma,2020-12-21/2020-12-27,North America,1
Gamma,2020-12-21/2020-12-27,South America,67
Gamma,2020-12-28/2021-01-03,Asia,10
Gamma,2020-12-28/2021-01-03,Europe,119
Gamma,2020-12-28/2021-01-03,North America,82
Gamma,2020-12-28/2021-01-03,South America,97
Gamma,2021-01-04/2021-01-10,Asia,1
Gamma,2021-01-04/2021-01-10,Europe,5
Gamma,2021-01-04/2021-01-10,North America,1
Gamma,2021-01-04/2021-01-10,South America,104
Gamma,2021-01-11/2021-01-17,Europe,6
Gamma,2021-01-11/2021-01-17,North America,5
Gamma,2021-01-11/2021-01-17,South America,96
Gamma,2021-01-18/2021-01-24,Europe,17
Gamma,2021-01-18/2021-01-24,North America,4
Gamma,2021-01-18/2021-01-24,South America,163
Gamma,2021-01-25/2021-01-31,Asia,5
Gamma,2021-01-25/2021-01-31,Europe,31
Gamma,2021-01-25/2021-01-31,North America,4
Gamma,2021-01-25/2021-01-31,South America,160
Gamma,2021-02-01/2021-02-07,Asia,2
Gamma,2021-02-01/2021-02-07,Europe,75
Gamma,2021-02-01/2021-02-07,North America,115
Gamma,2021-02-01/2021-02-07,South America,282
Gamma,2021-02-08/2021-02-14,Asia,4
Gamma,2021-02-08/2021-02-14,Europe,202
Gamma,2021-02-08/2021-02-14,North America,13
Gamma,2021-02-08/2021-02-14,South America,342
Gamma,2021-02-15/2021-02-21,Asia,2
Gamma,2021-02-15/2021-02-21,Europe,150
Gamma,2021-02-15/2021-02-21,North America,13
Gamma,2021-02-15/2021-02-21,South America,481
Gamma,2021-02-22/2021-02-28,Asia,9
Gamma,2021-02-22/2021-02-28,Europe,146
Gamma,2021-02-22/2021-02-28,North America,49
Gamma,2021-02-22/2021-02-28,South America,781
Gamma,2021-03-01/2021-03-07,Asia,6
Gamma,2021-03-01/2021-03-07,Europe,257
Gamma,2021-03-01/2021-03-07,North America,926
Gamma,2021-03-01/2021-03-07,Oceania,3
Gamma,2021-03-01/2021-03-07,South America,842
Gamma,2021-03-08/2021-03-14,Asia,26
Gamma,2021-03-08/2021-03-14,Europe,256
Gamma,2021-03-08/2021-03-14,North America,309
Gamma,2021-03-08/2021-03-14,Oceania,2
Gamma,2021-03-08/2021-03-14,South America,951
Gamma,2021-03-15/2021-03-21,Asia,11
Gamma,2021-03-15/2021-03-21,Europe,358
Gamma,2021-03-15/2021-03-21,North America,756
Gamma,2021-03-15/2021-03-21,Oceania,1
Gamma,2021-03-15/2021-03-21,South America,1122
Gamma,2021-03-22/2021-03-28,Africa,1
Gamma,2021-03-22/2021-03-28,Asia,6
Gamma,2021-03-22/2021-03-28,Europe,315
Gamma,2021-03-22/2021-03-28,North America,1675
Gamma,2021-03-22/2021-03-28,Oceania,2
Gamma,2021-03-22/2021-03-28,South America,1519
Gamma,2021-03-29/2021-04-04,Asia,16
Gamma,2021-03-29/2021-04-04,Europe,405
Gamma,2021-03-29/2021-04-04,North America,4123
Gamma,2021-03-29/2021-04-04,South America,1455
Gamma,2021-04-05/2021-04-11,Asia,15
Gamma,2021-04-05/2021-04-11,Europe,517
Gamma,2021-04-05/2021-04-11,North America,3309
Gamma,2021-04-05/2021-04-11,Oceania,2
Gamma,2021-04-05/2021-04-11,South America,2458
Gamma,2021-04-12/2021-04-18,Asia,7
Gamma,2021-04-12/2021-04-18,Europe,503
Gamma,2021-04-12/2021-04-18,North America,3667
Gamma,2021-04-12/2021-04-18,Oceania,1
Gamma,2021-04-12/2021-04-18,South America,2009
Gamma,2021-04-19/2021-04-25,Asia,9
Gamma,2021-04-19/2021-04-25,Europe,588
Gamma,2021-04-19/2021-04-25,North America,3543
Gamma,2021-04-19/2021-04-25,Oceania,2
Gamma,2021-04-19/2021-04-25,South America,2385
Gamma,2021-04-26/2021-05-02,Africa,1
Gamma,2021-04-26/2021-05-02,Asia,14
Gamma,2021-04-26/2021-05-02,Europe,578
Gamma,2021-04-26/2021-05-02,North America,5005
Gamma,2021-04-26/2021-05-02,Oceania,1
Gamma,2021-04-26/2021-05-02,South America,2275
Gamma,2021-05-03/2021-05-09,Asia,10
Gamma,2021-05-03/2021-05-09,Europe,556
Gamma,2021-05-03/2021-05-09,North America,3957
Gamma,2021-05-03/2021-05-09,South America,2169
Gamma,2021-05-10/2021-05-16,Asia,5
Gamma,2021-05-10/2021-05-16,Europe,543
Gamma,2021-05-10/2021-05-16,North America,3499
Gamma,2021-05-10/2021-05-16,Oceania,1
Gamma,2021-05-10/2021-05-16,South America,2166
Gamma,2021-05-17/2021-05-23,Asia,5
Gamma,2021-05-17/2021-05-23,Europe,662
Gamma,2021-05-17/2021-05-23,North America,3213
Gamma,2021-05-17/2021-05-23,South America,2463
Gamma,2021-05-24/2021-05-30,Europe,509
Gamma,2021-05-24/2021-05-30,North America,2387
Gamma,2021-05-24/2021-05-30,South America,2512
Gamma,2021-05-31/2021-06-06,Europe,589
Gamma,2021-05-31/2021-06-06,North America,2477
Gamma,2021-05-31/2021-06-06,Oceania,1
Gamma,2021-05-31/2021-06-06,South America,2955
Gamma,2021-06-07/2021-06-13,Asia,9
Gamma,2021-06-07/2021-06-13,Europe,365
Gamma,2021-06-07/2021-06-13,North America,2028
Gamma,2021-06-07/2021-06-13,South America,3404
Gamma,2021-06-14/2021-06-20,Asia,5
Gamma,2021-06-14/2021-06-20,Europe,342
Gamma,2021-06-14/2021-06-20,North America,1622
Gamma,2021-06-14/2021-06-20,South America,2708
Gamma,2021-06-21/2021-06-27,Asia,3
Gamma,2021-06-21/2021-06-27,Europe,460
Gamma,2021-06-21/2021-06-27,North America,1548
Gamma,2021-06-21/2021-06-27,South America,2823
Gamma,2021-06-28/2021-07-04,Asia,6
Gamma,2021-06-28/2021-07-04,Europe,613
Gamma,2021-06-28/2021-07-04,North America,1300
Gamma,2021-06-28/2021-07-04,South America,3763
Gamma,2021-07-05/2021-07-11,Asia,3
Gamma,2021-07-05/2021-07-11,Europe,578
Gamma,2021-07-05/2021-07-11,North America,1110
Gamma,2021-07-05/2021-07-11,South America,2980
Gamma,2021-07-12/2021-07-18,Asia,4
Gamma,2021-07-12/2021-07-18,Europe,465
Gamma,2021-07-12/2021-07-18,North America,936
Gamma,2021-07-12/2021-07-18,South America,3245
Gamma,2021-07-19/2021-07-25,Asia,3
Gamma,2021-07-19/2021-07-25,Europe,200
Gamma,2021-07-19/2021-07-25,North America,847
Gamma,2021-07-19/2021-07-25,South America,2866
Gamma,2021-07-26/2021-08-01,Asia,1
Gamma,2021-07-26/2021-08-01,Europe,170
Gamma,2021-07-26/2021-08-01,North America,691
Gamma,2021-07-26/2021-08-01,South America,2426
Gamma,2021-08-02/2021-08-08,Asia,2
Gamma,2021-08-02/2021-08-08,Europe,88
Gamma,2021-08-02/2021-08-08,North America,547
Gamma,2021-08-02/2021-08-08,South America,2826
Gamma,2021-08-09/2021-08-15,Asia,1
Gamma,2021-08-09/2021-08-15,Europe,29
Gamma,2021-08-09/2021-08-15,North America,253
Gamma,2021-08-09/2021-08-15,South America,1760
Gamma,2021-08-16/2021-08-22,Asia,2
Gamma,2021-08-16/2021-08-22,Europe,18
Gamma,2021-08-16/2021-08-22,North America,175
Gamma,2021-08-16/2021-08-22,South America,1412
Gamma,2021-08-23/2021-08-29,Asia,6
Gamma,2021-08-23/2021-08-29,Europe,9
Gamma,2021-08-23/2021-08-29,North America,113
Gamma,2021-08-23/2021-08-29,South America,1270
Gamma,2021-08-30/2021-09-05,Asia,3
Gamma,2021-08-30/2021-09-05,Europe,16
Gamma,2021-08-30/2021-09-05,North America,75
Gamma,2021-08-30/2021-09-05,South America,950
Gamma,2021-09-06/2021-09-12,Europe,8
Gamma,2021-09-06/2021-09-12,North America,36
Gamma,2021-09-06/2021-09-12,South America,680
Gamma,2021-09-13/2021-09-19,Asia,1
Gamma,2021-09-13/2021-09-19,Europe,11
Gamma,2021-09-13/2021-09-19,North America,43
Gamma,2021-09-13/2021-09-19,South America,526
Gamma,2021-09-20/2021-09-26,Europe,2
Gamma,2021-09-20/2021-09-26,North America,13
Gamma,2021-09-20/2021-09-26,South America,353
Gamma,2021-09-27/2021-10-03,Europe,3
Gamma,2021-09-27/2021-10-03,North America,19
Gamma,2021-09-27/2021-10-03,South America,255
Gamma,2021-10-04/2021-10-10,Asia,1
Gamma,2021-10-04/2021-10-10,Europe,2
Gamma,2021-10-04/2021-10-10,North America,9
Gamma,2021-10-04/2021-10-10,South America,203
Gamma,2021-10-11/2021-10-17,Europe,3
Gamma,2021-10-11/2021-10-17,North America,8
Gamma,2021-10-11/2021-10-17,South America,126
Gamma,2021-10-18/2021-10-24,North America,16
Gamma,2021-10-18/2021-10-24,South America,106
Gamma,2021-10-25/2021-10-31,Europe,4
Gamma,2021-10-25/2021-10-31,North America,4
Gamma,2021-10-25/2021-10-31,South America,86
Gamma,2021-11-01/2021-11-07,North America,1
Gamma,2021-11-01/2021-11-07,South America,67
Gamma,2021-11-08/2021-11-14,North America,2
Gamma,2021-11-08/2021-11-14,South America,33
Gamma,2021-11-15/2021-11-21,Europe,1
Gamma,2021-11-15/2021-11-21,North America,2
Gamma,2021-11-15/2021-11-21,South America,29
Gamma,2021-11-22/2021-11-28,Europe,3
Gamma,2021-11-22/2021-11-28,North America,1
Gamma,2021-11-22/2021-11-28,South America,18
Gamma,2021-11-29/2021-12-05,Europe,2
Gamma,2021-11-29/2021-12-05,North America,2
Gamma,2021-11-29/2021-12-05,South America,21
Gamma,2021-12-06/2021-12-12,North America,1
Gamma,2021-12-06/2021-12-12,South America,10
Gamma,2021-12-13/2021-12-19,North America,1
Gamma,2021-12-13/2021-12-19,South America,18
Gamma,2021-12-20/2021-12-26,South America,10
Gamma,2021-12-27/2022-01-02,Europe,1
Gamma,2021-12-27/2022-01-02,South America,28
Gamma,2022-01-03/2022-01-09,North America,1
Gamma,2022-01-10/2022-01-16,South America,1
Omicron,2021-11-01/2021-11-07,Africa,24
Omicron,2021-11-01/2021-11-07,Asia,23
Omicron,2021-11-01/2021-11-07,Europe,16
Omicron,2021-11-01/2021-11-07,North America,6
Omicron,2021-11-01/2021-11-07,South America,4
Omicron,2021-11-08/2021-11-14,Africa,36
Omicron,2021-11-08/2021-11-14,Asia,7
Omicron,2021-11-08/2021-11-14,Europe,7
Omicron,2021-11-08/2021-11-14,North America,11
Omicron,2021-11-08/2021-11-14,South America,5
Omicron,2021-11-15/2021-11-21,Africa,285
Omicron,2021-11-15/2021-11-21,Asia,17
Omicron,2021-11-15/2021-11-21,Europe,17
Omicron,2021-11-15/2021-11-21,North America,10
Omicron,2021-11-15/2021-11-21,South America,7
Omicron,2021-11-22/2021-11-28,Africa,907
Omicron,2021-11-22/2021-11-28,Asia,53
Omicron,2021-11-22/2021-11-28,Europe,416
Omicron,2021-11-22/2021-11-28,North America,102
Omicron,2021-11-22/2021-11-28,Oceania,9
Omicron,2021-11-22/2021-11-28,South America,16
Omicron,2021-11-29/2021-12-05,Africa,2017
Omicron,2021-11-29/2021-12-05,Asia,1342
Omicron,2021-11-29/2021-12-05,Europe,4891
Omicron,2021-11-29/2021-12-05,North America,1989
Omicron,2021-11-29/2021-12-05,Oceania,44
Omicron,2021-11-29/2021-12-05,South America,29
Omicron,2021-12-06/2021-12-12,Africa,2305
Omicron,2021-12-06/2021-12-12,Asia,482
Omicron,2021-12-06/2021-12-12,Europe,15478
Omicron,2021-12-06/2021-12-12,North America,6318
Omicron,2021-12-06/2021-12-12,Oceania,381
Omicron,2021-12-06/2021-12-12,South America,194
Omicron,2021-12-13/2021-12-19,Africa,3419
Omicron,2021-12-13/2021-12-19,Asia,1988
Omicron,2021-12-13/2021-12-19,Europe,58328
Omicron,2021-12-13/2021-12-19,North America,35992
Omicron,2021-12-13/2021-12-19,Oceania,1132
Omicron,2021-12-13/2021-12-19,South America,875
Omicron,2021-12-20/2021-12-26,Africa,3206
Omicron,2021-12-20/2021-12-26,Asia,6184
Omicron,2021-12-20/2021-12-26,Europe,63472
Omicron,2021-12-20/2021-12-26,North America,73504
Omicron,2021-12-20/2021-12-26,Oceania,2997
Omicron,2021-12-20/2021-12-26,South America,2309
Omicron,2021-12-27/2022-01-02,Africa,3152
Omicron,2021-12-27/2022-01-02,Asia,19781
Omicron,2021-12-27/2022-01-02,Europe,172644
Omicron,2021-12-27/2022-01-02,North America,111510
Omicron,2021-12-27/2022-01-02,Oceania,3717
Omicron,2021-12-27/2022-01-02,South America,4481
Omicron,2022-01-03/2022-01-09,Africa,2971
Omicron,2022-01-03/2022-01-09,Asia,21985
Omicron,2022-01-03/2022-01-09,Europe,128906
Omicron,2022-01-03/2022-01-09,North America,118936
Omicron,2022-01-03/2022-01-09,Oceania,3974
Omicron,2022-01-03/2022-01-09,South America,8781
Omicron,2022-01-10/2022-01-16,Africa,1917
Omicron,2022-01-10/2022-01-16,Asia,24826
Omicron,2022-01-10/2022-01-16,Europe,130911
Omicron,2022-01-10/2022-01-16,North America,107318
Omicron,2022-01-10/2022-01-16,Oceania,3033
Omicron,2022-01-10/2022-01-16,South America,7020
Omicron,2022-01-17/2022-01-23,Africa,1314
Omicron,2022-01-17/2022-01-23,Asia,28464
Omicron,2022-01-17/2022-01-23,Europe,142887
Omicron,2022-01-17/2022-01-23,North America,104135
Omicron,2022-01-17/2022-01-23,Oceania,2481
Omicron,2022-01-17/2022-01-23,South America,5672
Omicron,2022-01-24/2022-01-30,Africa,1112
Omicron,2022-01-24/2022-01-30,Asia,18816
Omicron,2022-01-24/2022-01-30,Europe,132104
Omicron,2022-01-24/2022-01-30,North America,91804
Omicron,2022-01-24/2022-01-30,Oceania,2609
Omicron,2022-01-24/2022-01-30,South America,5207
Omicron,2022-01-31/2022-02-06,Africa,925
Omicron,2022-01-31/2022-02-06,Asia,22053
Omicron,2022-01-31/2022-02-06,Europe,150209
Omicron,2022-01-31/2022-02-06,North America,82743
Omicron,2022-01-31/2022-02-06,Oceania,2457
Omicron,2022-01-31/2022-02-06,South America,6149
Omicron,2022-02-07/2022-02-13,Africa,857
Omicron,2022-02-07/2022-02-13,Asia,16328
Omicron,2022-02-07/2022-02-13,Europe,141538
Omicron,2022-02-07/2022-02-13,North America,73500
Omicron,2022-02-07/2022-02-13,Oceania,3277
Omicron,2022-02-07/2022-02-13,South America,4743
Omicron,2022-02-14/2022-02-20,Africa,847
Omicron,2022-02-14/2022-02-20,Asia,14702
Omicron,2022-02-14/2022-02-20,Europe,142879
Omicron,2022-02-14/2022-02-20,North America,52236
Omicron,2022-02-14/2022-02-20,Oceania,2429
Omicron,2022-02-14/2022-02-20,South America,3432
Omicron,2022-02-21/2022-02-27,Africa,636
Omicron,2022-02-21/2022-02-27,Asia,12948
Omicron,2022-02-21/2022-02-27,Europe,121653
Omicron,2022-02-21/2022-02-27,North America,38136
Omicron,2022-02-21/2022-02-27,Oceania,2336
Omicron,2022-02-21/2022-02-27,South America,2642
Omicron,2022-02-28/2022-03-06,Africa,847
Omicron,2022-02-28/2022-03-06,Asia,12915
Omicron,2022-02-28/2022-03-06,Europe,125142
Omicron,2022-02-28/2022-03-06,North America,26407
Omicron,2022-02-28/2022-03-06,Oceania,2720
Omicron,2022-02-28/2022-03-06,South America,2604
Omicron,2022-03-07/2022-03-13,Africa,780
Omicron,2022-03-07/2022-03-13,Asia,9988
Omicron,2022-03-07/2022-03-13,Europe,139337
Omicron,2022-03-07/2022-03-13,North America,21413
Omicron,2022-03-07/2022-03-13,Oceania,2940
Omicron,2022-03-07/2022-03-13,South America,2484
Omicron,2022-03-14/2022-03-20,Africa,686
Omicron,2022-03-14/2022-03-20,Asia,12343
Omicron,2022-03-14/2022-03-20,Europe,136475
Omicron,2022-03-14/2022-03-20,North America,22175
Omicron,2022-03-14/2022-03-20,Oceania,3565
Omicron,2022-03-14/2022-03-20,South America,1539
Omicron,2022-03-21/2022-03-27,Africa,641
Omicron,2022-03-21/2022-03-27,Asia,11795
Omicron,2022-03-21/2022-03-27,Europe,124669
Omicron,2022-03-21/2022-03-27,North America,25682
Omicron,2022-03-21/2022-03-27,Oceania,4051
Omicron,2022-03-21/2022-03-27,South America,978
Omicron,2022-03-28/2022-04-03,Africa,617
Omicron,2022-03-28/2022-04-03,Asia,10847
Omicron,2022-03-28/2022-04-03,Europe,82184
Omicron,2022-03-28/2022-04-03,North America,28904
Omicron,2022-03-28/2022-04-03,Oceania,3866
Omicron,2022-03-28/2022-04-03,South America,1100
Omicron,2022-04-04/2022-04-10,Africa,640
Omicron,2022-04-04/2022-04-10,Asia,9760
Omicron,2022-04-04/2022-04-10,Europe,68458
Omicron,2022-04-04/2022-04-10,North America,34382
Omicron,2022-04-04/2022-04-10,Oceania,2977
Omicron,2022-04-04/2022-04-10,South America,1209
Omicron,2022-04-11/2022-04-17,Africa,641
Omicron,2022-04-11/2022-04-17,Asia,8016
Omicron,2022-04-11/2022-04-17,Europe,62708
Omicron,2022-04-11/2022-04-17,North America,32314
Omicron,2022-04-11/2022-04-17,Oceania,2898
Omicron,2022-04-11/2022-04-17,South America,1044
Omicron,2022-04-18/2022-04-24,Africa,939
Omicron,2022-04-18/2022-04-24,Asia,9782
Omicron,2022-04-18/2022-04-24,Europe,54861
Omicron,2022-04-18/2022-04-24,North America,36203
Omicron,2022-04-18/2022-04-24,Oceania,3294
Omicron,2022-04-18/2022-04-24,South America,733
Omicron,2022-04-25/2022-05-01,Africa,1034
Omicron,2022-04-25/2022-05-01,Asia,9868
Omicron,2022-04-25/2022-05-01,Europe,45790
Omicron,2022-04-25/2022-05-01,North America,35306
Omicron,2022-04-25/2022-05-01,Oceania,3068
Omicron,2022-04-25/2022-05-01,South America,739
Omicron,2022-05-02/2022-05-08,Africa,763
Omicron,2022-05-02/2022-05-08,Asia,7511
Omicron,2022-05-02/2022-05-08,Europe,36055
Omicron,2022-05-02/2022-05-08,North America,37653
Omicron,2022-05-02/2022-05-08,Oceania,3148
Omicron,2022-05-02/2022-05-08,South America,955
Omicron,2022-05-09/2022-05-15,Africa,332
Omicron,2022-05-09/2022-05-15,Asia,8493
Omicron,2022-05-09/2022-05-15,Europe,30208
Omicron,2022-05-09/2022-05-15,North America,39670
Omicron,2022-05-09/2022-05-15,Oceania,2715
Omicron,2022-05-09/2022-05-15,South America,1728
Omicron,2022-05-16/2022-05-22,Africa,211
Omicron,2022-05-16/2022-05-22,Asia,6300
Omicron,2022-05-16/2022-05-22,Europe,23077
Omicron,2022-05-16/2022-05-22,North America,35454
Omicron,2022-05-16/2022-05-22,Oceania,1664
Omicron,2022-05-16/2022-05-22,South America,1597
Omicron,2022-05-23/2022-05-29,Africa,248
Omicron,2022-05-23/2022-05-29,Asia,2835
Omicron,2022-05-23/2022-05-29,Europe,17501
Omicron,2022-05-23/2022-05-29,North America,26606
Omicron,2022-05-23/2022-05-29,Oceania,1329
Omicron,2022-05-23/2022-05-29,South America,945
Omicron,2022-05-30/2022-06-05,Africa,69
Omicron,2022-05-30/2022-06-05,Asia,273
Omicron,2022-05-30/2022-06-05,Europe,5815
Omicron,2022-05-30/2022-06-05,North America,4399
Omicron,2022-05-30/2022-06-05,Oceania,365
Omicron,2022-05-30/2022-06-05,South America,67
